"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.text","Answer.taskAnswers","Approve","Reject"
"3FO95NVK6JTFDR7EI0UAOE6BM9HSR3","38O8SQPJLXH7B2PI9H00PS6UVW4UVH","Select ALL relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select **ALL** relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.05","Fri Mar 12 00:31:01 PST 2021","3","BatchId:4364664;OriginalHitTemplateId:929448123;","10800","259200","Fri Mar 19 01:31:01 PDT 2021","","","33LK57MYL1YR22RZIJTOZ13WFOBZS7","A21DHQV0B6WUT6","Submitted","Fri Mar 12 00:39:42 PST 2021","Fri Mar 12 00:40:23 PST 2021","Mon Mar 15 01:40:23 PDT 2021","","","","41","0% (0/0)","0% (0/0)","0% (0/0)","it i an excellent coure, i would prefer if it wa le hitorical context and more managerial apect.","[{""category"":{""labels"":[""Content""]}}]"
"3FO95NVK6JTFDR7EI0UAOE6BM9HSR3","38O8SQPJLXH7B2PI9H00PS6UVW4UVH","Select ALL relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select **ALL** relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.05","Fri Mar 12 00:31:01 PST 2021","3","BatchId:4364664;OriginalHitTemplateId:929448123;","10800","259200","Fri Mar 19 01:31:01 PDT 2021","","","3EJPLAJKEU9MF4T2B6QLYW74XZFZ6M","A391MABC8UZRRH","Submitted","Fri Mar 12 00:42:25 PST 2021","Fri Mar 12 00:46:24 PST 2021","Mon Mar 15 01:46:24 PDT 2021","","","","239","0% (0/0)","0% (0/0)","0% (0/0)","it i an excellent coure, i would prefer if it wa le hitorical context and more managerial apect.","[{""category"":{""labels"":[""Usefulness"",""Course delivery""]}}]"
"3FO95NVK6JTFDR7EI0UAOE6BM9HSR3","38O8SQPJLXH7B2PI9H00PS6UVW4UVH","Select ALL relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select **ALL** relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.05","Fri Mar 12 00:31:01 PST 2021","3","BatchId:4364664;OriginalHitTemplateId:929448123;","10800","259200","Fri Mar 19 01:31:01 PDT 2021","","","3ERMJ6L4D6L5KX8OFR5JW8BRD6FM7P","AYY9WMJIAPYQT","Submitted","Fri Mar 12 00:35:26 PST 2021","Fri Mar 12 00:36:36 PST 2021","Mon Mar 15 01:36:36 PDT 2021","","","","70","0% (0/0)","0% (0/0)","0% (0/0)","it i an excellent coure, i would prefer if it wa le hitorical context and more managerial apect.","[{""category"":{""labels"":[]}}]"
"3RWSQDNYMGF96WXJLLUH0Q9DUVCFFC","38O8SQPJLXH7B2PI9H00PS6UVW4UVH","Select ALL relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select **ALL** relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.05","Fri Mar 12 00:31:01 PST 2021","3","BatchId:4364664;OriginalHitTemplateId:929448123;","10800","259200","Fri Mar 19 01:31:01 PDT 2021","","","34S9DKFK7BIUHZPPE1AJM0KOMVYNYR","A2RV6QX6SN4YIC","Submitted","Fri Mar 12 00:34:11 PST 2021","Fri Mar 12 00:50:16 PST 2021","Mon Mar 15 01:50:16 PDT 2021","","","","965","0% (0/0)","0% (0/0)","0% (0/0)","Dr   is a fantastic guide to the world of neurobiology. Outstandingly simple elucidation of such complex functions of the NS as homeostasis, higher abstract functions, sensation and voluntary movement provides an extensive outlook of human brain and mind in terms of every day life. Since I really look forward to becoming a neuroscientist or cognitive scientist
myself, this course has become a firm starting platform for my spaceship of ambition
to take off from. I now feel a desire to research the neurobiology of everyday life in
almost every aspect of human behavior. The structure of the course is carefully
balanced and is aimed at providing a wide, yet detailed scope of knowledge for
beginners like me to understand the importance of the NS. Thank you so much the team and Dr.  as well as coursera for giving me the opportunity to take part in this course! See you soon!","[{""category"":{""labels"":[""Content"",""Difficulty""]}}]"
"3RWSQDNYMGF96WXJLLUH0Q9DUVCFFC","38O8SQPJLXH7B2PI9H00PS6UVW4UVH","Select ALL relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select **ALL** relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.05","Fri Mar 12 00:31:01 PST 2021","3","BatchId:4364664;OriginalHitTemplateId:929448123;","10800","259200","Fri Mar 19 01:31:01 PDT 2021","","","3AWETUDC9AL28OO3D7ZAVZX96QAZIG","AL2KG1ZCSWKBJ","Submitted","Fri Mar 12 00:42:43 PST 2021","Fri Mar 12 00:51:47 PST 2021","Mon Mar 15 01:51:47 PDT 2021","","","","544","0% (0/0)","0% (0/0)","0% (0/0)","Dr   is a fantastic guide to the world of neurobiology. Outstandingly simple elucidation of such complex functions of the NS as homeostasis, higher abstract functions, sensation and voluntary movement provides an extensive outlook of human brain and mind in terms of every day life. Since I really look forward to becoming a neuroscientist or cognitive scientist
myself, this course has become a firm starting platform for my spaceship of ambition
to take off from. I now feel a desire to research the neurobiology of everyday life in
almost every aspect of human behavior. The structure of the course is carefully
balanced and is aimed at providing a wide, yet detailed scope of knowledge for
beginners like me to understand the importance of the NS. Thank you so much the team and Dr.  as well as coursera for giving me the opportunity to take part in this course! See you soon!","[{""category"":{""labels"":[""Course delivery"",""Difficulty""]}}]"
"3RWSQDNYMGF96WXJLLUH0Q9DUVCFFC","38O8SQPJLXH7B2PI9H00PS6UVW4UVH","Select ALL relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select **ALL** relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.05","Fri Mar 12 00:31:01 PST 2021","3","BatchId:4364664;OriginalHitTemplateId:929448123;","10800","259200","Fri Mar 19 01:31:01 PDT 2021","","","3OLQQLKKN0I0S4HDZ26XMQBRVZRJE7","A1Z3GFH6MNSU46","Submitted","Fri Mar 12 00:46:30 PST 2021","Fri Mar 12 00:53:49 PST 2021","Mon Mar 15 01:53:49 PDT 2021","","","","439","0% (0/0)","0% (0/0)","0% (0/0)","Dr   is a fantastic guide to the world of neurobiology. Outstandingly simple elucidation of such complex functions of the NS as homeostasis, higher abstract functions, sensation and voluntary movement provides an extensive outlook of human brain and mind in terms of every day life. Since I really look forward to becoming a neuroscientist or cognitive scientist
myself, this course has become a firm starting platform for my spaceship of ambition
to take off from. I now feel a desire to research the neurobiology of everyday life in
almost every aspect of human behavior. The structure of the course is carefully
balanced and is aimed at providing a wide, yet detailed scope of knowledge for
beginners like me to understand the importance of the NS. Thank you so much the team and Dr.  as well as coursera for giving me the opportunity to take part in this course! See you soon!","[{""category"":{""labels"":[""Content"",""Difficulty"",""Course delivery"",""Workload"",""Usefulness""]}}]"
"363A7XIFWBF36221AKDT4B18L9NAVI","38O8SQPJLXH7B2PI9H00PS6UVW4UVH","Select ALL relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select **ALL** relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.05","Fri Mar 12 00:31:01 PST 2021","3","BatchId:4364664;OriginalHitTemplateId:929448123;","10800","259200","Fri Mar 19 01:31:01 PDT 2021","","","33F859I56E66UVA31B1M95PRFA9BHT","A1Z8TF04ZG3VRE","Submitted","Fri Mar 12 00:41:02 PST 2021","Fri Mar 12 00:41:30 PST 2021","Mon Mar 15 01:41:30 PDT 2021","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","Course is too good","[{""category"":{""labels"":[""Course delivery""]}}]"
"363A7XIFWBF36221AKDT4B18L9NAVI","38O8SQPJLXH7B2PI9H00PS6UVW4UVH","Select ALL relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select **ALL** relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.05","Fri Mar 12 00:31:01 PST 2021","3","BatchId:4364664;OriginalHitTemplateId:929448123;","10800","259200","Fri Mar 19 01:31:01 PDT 2021","","","3907X2AHF8Y4JZ8V1VGGHLOE7V42PL","A10LFL9QADQ5DW","Submitted","Fri Mar 12 00:32:22 PST 2021","Fri Mar 12 00:32:30 PST 2021","Mon Mar 15 01:32:30 PDT 2021","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","Course is too good","[{""category"":{""labels"":[""Course delivery""]}}]"
"363A7XIFWBF36221AKDT4B18L9NAVI","38O8SQPJLXH7B2PI9H00PS6UVW4UVH","Select ALL relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select **ALL** relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.05","Fri Mar 12 00:31:01 PST 2021","3","BatchId:4364664;OriginalHitTemplateId:929448123;","10800","259200","Fri Mar 19 01:31:01 PDT 2021","","","3PXX5PX6L5RRK82PV5RUSJ2N2FJABH","AZ0KS5UTO3EJ2","Submitted","Fri Mar 12 00:40:03 PST 2021","Fri Mar 12 00:40:09 PST 2021","Mon Mar 15 01:40:09 PDT 2021","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","Course is too good","[{""category"":{""labels"":[""Content""]}}]"
"3G5RUKN2FJWCTEJNGND2YZWBTO3N9Z","38O8SQPJLXH7B2PI9H00PS6UVW4UVH","Select ALL relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select **ALL** relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.05","Fri Mar 12 00:31:01 PST 2021","3","BatchId:4364664;OriginalHitTemplateId:929448123;","10800","259200","Fri Mar 19 01:31:01 PDT 2021","","","35LDD5557IXTFCF8YLUS0DGDJQIMKY","A2YI54DHQAQAZX","Submitted","Fri Mar 12 00:47:18 PST 2021","Fri Mar 12 00:47:28 PST 2021","Mon Mar 15 01:47:28 PDT 2021","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","It was a very challenging course, and I learned a lot.  Thank you to the professor and staff.","[{""category"":{""labels"":[""Course delivery""]}}]"
