"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.text","Answer.taskAnswers","Approve","Reject"
"31ANT7FQOFV1IVV0AZ58HZUDLDC5HC","30QZ0EM7TAV1FZ3P6JROI88T8ZSRKN","Select all relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select all relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.03","Sat Mar 06 16:48:38 PST 2021","3","BatchId:4357622;OriginalHitTemplateId:929448123;","10800","259200","Sat Mar 13 16:48:38 PST 2021","","","3ERMJ6L4D6L5KX8OFR5JW8BRCL67MU","A61LR9E9L004M","Approved","Sat Mar 06 16:49:07 PST 2021","Sat Mar 06 16:51:29 PST 2021","Tue Mar 09 16:51:29 PST 2021","Tue Mar 09 16:51:32 PST 2021","","","142","100% (10/10)","100% (10/10)","100% (10/10)","Extremely interesting and helpful to improve leadership skills especially by linking the course with past and present personal experiences.","[{""category"":{""labels"":[]}}]"
"31ANT7FQOFV1IVV0AZ58HZUDLDC5HC","30QZ0EM7TAV1FZ3P6JROI88T8ZSRKN","Select all relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select all relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.03","Sat Mar 06 16:48:38 PST 2021","3","BatchId:4357622;OriginalHitTemplateId:929448123;","10800","259200","Sat Mar 13 16:48:38 PST 2021","","","3WOKGM4L799F2PTG78ZN9XQ9Z7F0O2","AO2WNSGOXAX52","Approved","Sat Mar 06 16:49:37 PST 2021","Sat Mar 06 16:53:36 PST 2021","Tue Mar 09 16:53:36 PST 2021","Tue Mar 09 16:54:32 PST 2021","","","239","100% (11/11)","100% (11/11)","100% (11/11)","Extremely interesting and helpful to improve leadership skills especially by linking the course with past and present personal experiences.","[{""category"":{""labels"":[""Course delivery""]}}]"
"31ANT7FQOFV1IVV0AZ58HZUDLDC5HC","30QZ0EM7TAV1FZ3P6JROI88T8ZSRKN","Select all relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select all relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.03","Sat Mar 06 16:48:38 PST 2021","3","BatchId:4357622;OriginalHitTemplateId:929448123;","10800","259200","Sat Mar 13 16:48:38 PST 2021","","","3WQQ9FUS6IND1K9AY77GWSWSB69B8X","AKSJ3C5O3V9RB","Approved","Sat Mar 06 17:08:41 PST 2021","Sat Mar 06 19:47:25 PST 2021","Tue Mar 09 19:47:25 PST 2021","Tue Mar 09 19:47:33 PST 2021","","","9524","100% (1/1)","100% (1/1)","100% (1/1)","Extremely interesting and helpful to improve leadership skills especially by linking the course with past and present personal experiences.","[{""category"":{""labels"":[""Usefulness"",""Course delivery""]}}]"
"3I6NF2WGJNPNIZ0PQTNQWZIC6DZ5GD","30QZ0EM7TAV1FZ3P6JROI88T8ZSRKN","Select all relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select all relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.03","Sat Mar 06 16:48:38 PST 2021","3","BatchId:4357622;OriginalHitTemplateId:929448123;","10800","259200","Sat Mar 13 16:48:38 PST 2021","","","3FFJ6VRIL9H563ID9DMIP0UNNYGI0P","A61LR9E9L004M","Approved","Sat Mar 06 16:49:13 PST 2021","Sat Mar 06 16:52:39 PST 2021","Tue Mar 09 16:52:39 PST 2021","Tue Mar 09 16:53:32 PST 2021","","","206","100% (10/10)","100% (10/10)","100% (10/10)","Not only did I get to learn a bunch of new information, but I can ue the knowledge gained during thi coure for my current job. Thank you for all the great material !","[{""category"":{""labels"":[]}}]"
"3I6NF2WGJNPNIZ0PQTNQWZIC6DZ5GD","30QZ0EM7TAV1FZ3P6JROI88T8ZSRKN","Select all relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select all relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.03","Sat Mar 06 16:48:38 PST 2021","3","BatchId:4357622;OriginalHitTemplateId:929448123;","10800","259200","Sat Mar 13 16:48:38 PST 2021","","","3M1CVSFP68YEOE4EENOKN8XMNU9AQB","AO2WNSGOXAX52","Approved","Sat Mar 06 16:50:10 PST 2021","Sat Mar 06 16:54:11 PST 2021","Tue Mar 09 16:54:11 PST 2021","Tue Mar 09 16:54:32 PST 2021","","","241","100% (11/11)","100% (11/11)","100% (11/11)","Not only did I get to learn a bunch of new information, but I can ue the knowledge gained during thi coure for my current job. Thank you for all the great material !","[{""category"":{""labels"":[""Workload""]}}]"
"3I6NF2WGJNPNIZ0PQTNQWZIC6DZ5GD","30QZ0EM7TAV1FZ3P6JROI88T8ZSRKN","Select all relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select all relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.03","Sat Mar 06 16:48:38 PST 2021","3","BatchId:4357622;OriginalHitTemplateId:929448123;","10800","259200","Sat Mar 13 16:48:38 PST 2021","","","3WS1NTTKE65LWCGN85GXM3HV76O0FG","A4D99Y82KOLC8","Approved","Sat Mar 06 16:49:11 PST 2021","Sat Mar 06 16:57:37 PST 2021","Tue Mar 09 16:57:37 PST 2021","Tue Mar 09 16:58:32 PST 2021","","","506","100% (3/3)","100% (3/3)","100% (3/3)","Not only did I get to learn a bunch of new information, but I can ue the knowledge gained during thi coure for my current job. Thank you for all the great material !","[{""category"":{""labels"":[""Usefulness"",""Content""]}}]"
"3ZICQFRS48BLGUFJN9IV6A5DI20ZZ2","30QZ0EM7TAV1FZ3P6JROI88T8ZSRKN","Select all relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select all relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.03","Sat Mar 06 16:48:38 PST 2021","3","BatchId:4357622;OriginalHitTemplateId:929448123;","10800","259200","Sat Mar 13 16:48:38 PST 2021","","","378XPAWRUK617GGV1FJBE660WKSAI8","A24JKHC4HTY6CD","Approved","Sat Mar 06 16:49:25 PST 2021","Sat Mar 06 16:52:16 PST 2021","Tue Mar 09 16:52:16 PST 2021","Tue Mar 09 16:52:32 PST 2021","","","171","100% (2/2)","100% (2/2)","100% (2/2)","Nice course! very comprehensive. I do however recommend reading the script for a large part of the videos to save time.  I appreciate Professor 's enthusiasm in teaching others about astronomy a lot. Thanks Professor!","[{""category"":{""labels"":[""Usefulness""]}}]"
"3ZICQFRS48BLGUFJN9IV6A5DI20ZZ2","30QZ0EM7TAV1FZ3P6JROI88T8ZSRKN","Select all relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select all relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.03","Sat Mar 06 16:48:38 PST 2021","3","BatchId:4357622;OriginalHitTemplateId:929448123;","10800","259200","Sat Mar 13 16:48:38 PST 2021","","","37XITHEIS422TUGCBG9BYTXFJJWCRG","AO2WNSGOXAX52","Approved","Sat Mar 06 16:49:22 PST 2021","Sat Mar 06 16:52:54 PST 2021","Tue Mar 09 16:52:54 PST 2021","Tue Mar 09 16:53:32 PST 2021","","","212","100% (11/11)","100% (11/11)","100% (11/11)","Nice course! very comprehensive. I do however recommend reading the script for a large part of the videos to save time.  I appreciate Professor 's enthusiasm in teaching others about astronomy a lot. Thanks Professor!","[{""category"":{""labels"":[""Usefulness""]}}]"
"3ZICQFRS48BLGUFJN9IV6A5DI20ZZ2","30QZ0EM7TAV1FZ3P6JROI88T8ZSRKN","Select all relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select all relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.03","Sat Mar 06 16:48:38 PST 2021","3","BatchId:4357622;OriginalHitTemplateId:929448123;","10800","259200","Sat Mar 13 16:48:38 PST 2021","","","3G5W44VEUFBTN2JMNIWXN8WGMJUKG5","A4D99Y82KOLC8","Approved","Sat Mar 06 16:49:09 PST 2021","Sat Mar 06 16:57:22 PST 2021","Tue Mar 09 16:57:22 PST 2021","Tue Mar 09 16:57:32 PST 2021","","","493","100% (3/3)","100% (3/3)","100% (3/3)","Nice course! very comprehensive. I do however recommend reading the script for a large part of the videos to save time.  I appreciate Professor 's enthusiasm in teaching others about astronomy a lot. Thanks Professor!","[{""category"":{""labels"":[""Course delivery""]}}]"
"33NKDW9FG4BJ364UUDA2YROH1KGXC4","30QZ0EM7TAV1FZ3P6JROI88T8ZSRKN","Select all relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select all relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.03","Sat Mar 06 16:48:38 PST 2021","3","BatchId:4357622;OriginalHitTemplateId:929448123;","10800","259200","Sat Mar 13 16:48:38 PST 2021","","","3HSYG7LRBRRYPOF5D9HCL0O9T0BKK8","A2G44A4ZPWRPXU","Approved","Sat Mar 06 16:49:16 PST 2021","Sat Mar 06 16:51:43 PST 2021","Tue Mar 09 16:51:43 PST 2021","Tue Mar 09 16:52:32 PST 2021","","","147","100% (8/8)","100% (8/8)","100% (8/8)","A good insight into one of the most influential legal systems.","[{""category"":{""labels"":[""Course delivery""]}}]"
